workbook,worksheet,column_index,column_name,stored_value_types,nonempty_data_cells,unit_or_interpretation
data/Source_Data.xlsx,Fig4c,4,Specimen ID,str,112,identifier
data/Source_Data.xlsx,Fig4c,5,Measured log10_Nf,float,112,log10(cycles)
data/Source_Data.xlsx,Fig4c,6,Consensus predicted log10_Nf,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4c,7,Consensus R2,float,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4c,8,Consensus MSE_log10,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4c,9,Consensus RMSE_log10,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4c,10,Consensus MAE_log10,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4c,11,Median repeat R2,float,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4c,12,R2 2.5%,float,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4c,13,R2 97.5%,float,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4c,14,Median repeat MSE_log10,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4d,1,State,str,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4d,2,Model,str,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4d,3,Sample index,int,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4d,4,Specimen ID,str,112,identifier
data/Source_Data.xlsx,Fig4d,5,Measured log10_Nf,float,112,log10(cycles)
data/Source_Data.xlsx,Fig4d,6,Consensus predicted log10_Nf,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4d,7,Consensus R2,float,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4d,8,Consensus MSE_log10,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4d,9,Consensus RMSE_log10,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4d,10,Consensus MAE_log10,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4d,11,Median repeat R2,float,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4d,12,R2 2.5%,float,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4d,13,R2 97.5%,float,112,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4d,14,Median repeat MSE_log10,float,112,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4e,1,State,str,16,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4e,2,Model,str,16,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4e,3,Consensus R2,float,16,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4e,4,Consensus MSE_log10,float,16,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4e,5,Consensus RMSE_log10,float,16,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4e,6,Consensus MAE_log10,float,16,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4e,7,Median repeat R2,float,16,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4e,8,R2 2.5%,float,16,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4e,9,R2 97.5%,float,16,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4e,10,Median repeat MSE_log10,float,16,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4f,1,Repeat,int,360,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4f,2,Seed,int,360,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4f,3,State,str,360,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4f,4,Model,str,360,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4f,5,R2,float,360,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4f,6,MSE_log10,float,360,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4f,7,RMSE_log10,float,360,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4f,8,MAE_log10,float,360,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4f,9,Base R2,float,360,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4f,10,Base MSE_log10,float,360,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4f,11,Delta R2 vs Base,float,360,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4f,12,Delta MSE vs Base,float,360,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4g,1,Sample index,int,336,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4g,2,Specimen ID,str,336,identifier
data/Source_Data.xlsx,Fig4g,3,Feature,str,336,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4g,4,Display feature,str,336,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4g,5,Feature group,str,336,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4g,6,Feature value,float/int,336,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4g,7,Normalized feature value,float/int,336,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4g,8,SHAP value,float,336,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4g,9,Absolute SHAP value,float,336,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4l,1,State,str,24,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4l,2,Sample index,int,24,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4l,3,Specimen ID,str,24,identifier
data/Source_Data.xlsx,Fig4l,4,Rafting time (h),int,24,h
data/Source_Data.xlsx,Fig4l,5,Measured log10_Nf,float,24,log10(cycles)
data/Source_Data.xlsx,Fig4l,6,Four-model ensemble predicted log10_Nf,float,24,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4l,7,Absolute error log10,float,24,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4m,1,State,str,12,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4m,2,Rafting time (h),int,12,h
data/Source_Data.xlsx,Fig4m,3,Mean absolute error log10,float,12,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4m,4,Median absolute error log10,float,12,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4m,5,Specimens,int,12,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4n,1,State,str,20,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4n,2,Model,str,20,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4n,3,n_test,int,20,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4n,4,R2,float,20,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig4n,5,MAE_log10,float,20,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig4n,6,RMSE_log10,float,20,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig6a,1,Modality,str,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6a,2,Grouped OOF R2,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6a,3,Grouped OOF RMSE,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6a,4,Grouped OOF MAE,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6b,1,Split family,str,6,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6b,2,Method,str,6,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6b,3,Consensus R2,float,6,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6c,1,Split family,str,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6c,2,Seed,int,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6c,3,MS R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6c,4,AE R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6c,5,AE minus MS R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6d,1,Split family,str,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6d,2,Method,str,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6d,3,Baseline consensus R2,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6d,4,Consensus R2,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6d,5,Delta R2,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6d,6,CI95 low,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6d,7,CI95 high,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6d,8,Unique records,int,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6e,1,Split family,str,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6e,2,Seed,int,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6e,3,AE R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6e,4,Base R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6e,5,MS R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6e,6,AE minus Base R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6e,7,MS minus Base R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6f,1,Split family,str,684,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6f,2,Method,str,684,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6f,3,Condition group,int,684,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6f,4,Row index,int,684,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6f,5,Measured log10 Nf,float,684,log10(cycles)
data/Source_Data.xlsx,Fig6f,6,Predicted log10 Nf,float,684,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig6g,1,Split family,str,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6g,2,Method,str,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6g,3,Condition group,int,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6g,4,Row index,int,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6g,5,Measured log10 Nf,float,513,log10(cycles)
data/Source_Data.xlsx,Fig6g,6,Predicted log10 Nf,float,513,log10 scale; see header/analysis definition
data/Source_Data.xlsx,Fig6g,7,Absolute error,float,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6h,1,Condition,str,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6h,2,Base weight,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6h,3,AE-informed weight,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6h,4,MS-informed weight,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,1,Row index,int,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,2,Measured log10 Nf,float,171,log10(cycles)
data/Source_Data.xlsx,Fig6i,3,Baseline prediction,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,4,AE prediction,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,5,Baseline residual,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,6,AE prediction update,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,7,Delta absolute error,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,8,Lower absolute error,bool,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,9,Directionally aligned,bool,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,10,Quantile bin,int,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,11,Bin records,int,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,12,Baseline residual median,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,13,AE update median,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,14,AE update CI95 low,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,Fig6i,15,AE update CI95 high,float,171,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_summary,1,Filter_state,str,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_summary,2,Change_point_u,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_summary,3,Delta_P_RA,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_summary,4,P_post_gt_pre,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_summary,5,n_pre,int,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_summary,6,n_post,int,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_values,1,Filter_state,str,7569,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_values,2,Window,str,7569,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_values,3,RA,float/int,7569,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_values,4,Change_point_u,float,7569,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_values,5,Delta_P_RA,float,7569,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_values,6,P_post_gt_pre,float,7569,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_values,7,n_pre,int,7569,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS3_RA_values,8,n_post,int,7569,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_scale,1,State,str,64,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_scale,2,Scale multiplier,float/int,64,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_scale,3,Descriptor stability,float,64,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_scale,4,Q_filter,float,64,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,1,State,str,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,2,Removed events (%),float/int,4,% (as supplied)
data/Source_Data.xlsx,FigS5_filter_state,3,Retained events,int,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,4,p_noise cutoff,float/int,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,5,Candidate purity,float/int,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,6,Candidate retention,float/int,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,7,Descriptor stability,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,8,Q_filter,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,9,SD change point,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,10,SD D_early,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_filter_state,11,SD Delta_P_RA,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_subsample_stability,1,State,str,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_subsample_stability,2,Change point mean,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_subsample_stability,3,Change point SD,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_subsample_stability,4,D_early mean,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_subsample_stability,5,D_early SD,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_subsample_stability,6,Delta_P_RA mean,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS5_subsample_stability,7,Delta_P_RA SD,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6a,1,AE state,str,8,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6a,2,Model,str,8,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6a,3,n,int,8,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6a,4,R2,float,8,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6a,5,RMSE_log10,float,8,log10 scale; see header/analysis definition
data/Source_Data.xlsx,FigS6a,6,MAE_log10,float,8,log10 scale; see header/analysis definition
data/Source_Data.xlsx,FigS6b,1,AE state,str,8,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6b,2,Model,str,8,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6b,3,n,int,8,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6b,4,R2,float,8,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6b,5,RMSE_log10,float,8,log10 scale; see header/analysis definition
data/Source_Data.xlsx,FigS6b,6,MAE_log10,float,8,log10 scale; see header/analysis definition
data/Source_Data.xlsx,FigS6c,1,AE state,str,56,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6c,2,Sample index,int,56,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS6c,3,Observed log10_Nf,float,56,log10(cycles)
data/Source_Data.xlsx,FigS6c,4,Predicted log10_Nf,float,56,log10 scale; see header/analysis definition
data/Source_Data.xlsx,FigS8,1,Split family,str,20000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS8,2,Bootstrap replicate,int,20000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS8,3,Bootstrap MS minus AE MAE,float,20000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS8,4,Point MS minus AE MAE,float,20000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS8,5,CI95 low,float,20000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS8,6,CI95 high,float,20000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS8,7,Condition groups,int,20000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS8,8,Records,int,20000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,1,Split family,str,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,2,Lambda,float/int,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,3,Method,str,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,4,Base consensus R2,float,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,5,Consensus R2,float,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,6,Delta R2 vs Base,float/int,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,7,Consensus MAE,float,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,8,Records,int,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,9,Condition groups,int,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,10,Minimum test appearances,int,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS9,11,Maximum test appearances,int,44,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS12,1,Split family,str,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS12,2,Seed,int,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS12,3,Base R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS12,4,MS R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS12,5,AE R2,float,50,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13a_weights,1,Condition,str,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13a_weights,2,Base weight,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13a_weights,3,MS-informed weight,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13a_weights,4,AE-informed weight,float,4,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13b_consensus_R2,1,Split family,str,3,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13b_consensus_R2,2,Method,str,3,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13b_consensus_R2,3,Consensus R2,float,3,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13c_effects_CI,1,Split family,str,2,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13c_effects_CI,2,Method,str,2,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13c_effects_CI,3,Baseline consensus R2,float,2,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13c_effects_CI,4,Consensus R2,float,2,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13c_effects_CI,5,Delta R2,float,2,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13c_effects_CI,6,CI95 low,float,2,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13c_effects_CI,7,CI95 high,float,2,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13c_effects_CI,8,Unique records,int,2,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13d_ranked_errors,1,Split family,str,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13d_ranked_errors,2,Method,str,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13d_ranked_errors,3,Condition group,int,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13d_ranked_errors,4,Row index,int,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13d_ranked_errors,5,Measured log10 Nf,float,513,log10(cycles)
data/Source_Data.xlsx,FigS13d_ranked_errors,6,Predicted log10 Nf,float,513,log10 scale; see header/analysis definition
data/Source_Data.xlsx,FigS13d_ranked_errors,7,Absolute error,float,513,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13e_MAE_bootstrap,1,Split family,str,10000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13e_MAE_bootstrap,2,Bootstrap replicate,int,10000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13e_MAE_bootstrap,3,Bootstrap MS minus AE MAE,float,10000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13e_MAE_bootstrap,4,Point MS minus AE MAE,float,10000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13e_MAE_bootstrap,5,CI95 low,float,10000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13e_MAE_bootstrap,6,CI95 high,float,10000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13e_MAE_bootstrap,7,Condition groups,int,10000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13e_MAE_bootstrap,8,Records,int,10000,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,1,Split family,str,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,2,Lambda,float/int,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,3,Method,str,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,4,Base consensus R2,float,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,5,Consensus R2,float,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,6,Delta R2 vs Base,float/int,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,7,Consensus MAE,float,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,8,Records,int,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,9,Condition groups,int,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,10,Minimum test appearances,int,22,not specified in supplied header; see data dictionary/code
data/Source_Data.xlsx,FigS13f_lambda_sweep,11,Maximum test appearances,int,22,not specified in supplied header; see data dictionary/code
